A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 27, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.8333333333333334.
Trial 28 finished with value: 0.85 and parameters: {'l1_ratio': 0.06398192846206244, 'C': 0.015143364288616712}. Best is trial 0 with value: 0.85.
Trial 29 finished with value: 0.85 and parameters: {'l1_ratio': 0.10051767577084215, 'C': 0.025937729988530858}. Best is trial 0 with value: 0.85.
Trial 30 finished with value: 0.8333333333333333 and parameters: {'l1_ratio': 0.16269649582220352, 'C': 0.05179026577184693}. Best is trial 0 with value: 0.85.
Trial 31 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.07205640791832803, 'C': 0.03572716665724356}. Best is trial 0 with value: 0.85.
Trial 32 finished with value: 0.85 and parameters: {'l1_ratio': 0.15802734119871756, 'C': 0.036564228531024756}. Best is trial 0 with value: 0.85.
Trial 33 finished with value: 0.85 and parameters: {'l1_ratio': 0.002681439773332711, 'C': 0.021031347856375327}. Best is trial 0 with value: 0.85.
Trial 34 finished with value: 0.85 and parameters: {'l1_ratio': 0.06935470178268863, 'C': 0.01495408625082726}. Best is trial 0 with value: 0.85.
Trial 35 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.13726682544301283, 'C': 0.05477032141624474}. Best is trial 0 with value: 0.85.
Trial 36 finished with value: 0.85 and parameters: {'l1_ratio': 0.19111878376813904, 'C': 0.038854080650531204}. Best is trial 0 with value: 0.85.
Trial 37 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.049597821018382796, 'C': 0.031322250866562706}. Best is trial 0 with value: 0.85.
Trial 38 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.1106851077743234, 'C': 0.04711029038833222}. Best is trial 0 with value: 0.85.
Trial 39 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.27914118573345614, 'C': 0.9387836412476777}. Best is trial 0 with value: 0.85.
Trial 40 finished with value: 0.8 and parameters: {'l1_ratio': 0.39420039430225823, 'C': 0.02281240967597094}. Best is trial 0 with value: 0.85.
Trial 41 finished with value: 0.85 and parameters: {'l1_ratio': 0.04552685686583245, 'C': 0.022380704422941922}. Best is trial 0 with value: 0.85.
Trial 42 finished with value: 0.85 and parameters: {'l1_ratio': 0.010336471078196349, 'C': 0.03295630910832274}. Best is trial 0 with value: 0.85.
Trial 43 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.1098199275908903, 'C': 0.01320649523099423}. Best is trial 0 with value: 0.85.
Trial 44 finished with value: 0.85 and parameters: {'l1_ratio': 0.003011562899682959, 'C': 0.016973495656084463}. Best is trial 0 with value: 0.85.
Trial 45 finished with value: 0.85 and parameters: {'l1_ratio': 0.07129487631397777, 'C': 0.024875213554622674}. Best is trial 0 with value: 0.85.
Trial 46 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.21261917467536973, 'C': 0.018627590840678387}. Best is trial 0 with value: 0.85.
Trial 47 finished with value: 0.85 and parameters: {'l1_ratio': 0.1455181678990596, 'C': 0.030166045528640318}. Best is trial 0 with value: 0.85.
Trial 48 finished with value: 0.85 and parameters: {'l1_ratio': 0.03696231517750665, 'C': 0.012222686382223624}. Best is trial 0 with value: 0.85.
Trial 49 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.10339029347574828, 'C': 0.040563609711580295}. Best is trial 0 with value: 0.85.
A new study created in memory with name: SPCA_LR
Trial 0 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.6257024223113384, 'C': 0.153443718609775}. Best is trial 0 with value: 0.7833333333333333.
Trial 1 finished with value: 0.8 and parameters: {'l1_ratio': 0.5746237040636116, 'C': 0.08987964595934243}. Best is trial 1 with value: 0.8.
Trial 2 finished with value: 0.8 and parameters: {'l1_ratio': 0.42522759982636416, 'C': 0.6414631051601686}. Best is trial 1 with value: 0.8.
Trial 3 finished with value: 0.45 and parameters: {'l1_ratio': 0.9336574956245094, 'C': 0.013460301112954307}. Best is trial 1 with value: 0.8.
Trial 4 finished with value: 0.4833333333333333 and parameters: {'l1_ratio': 0.8150205549090522, 'C': 0.016643169445183365}. Best is trial 1 with value: 0.8.
Trial 5 finished with value: 0.8333333333333333 and parameters: {'l1_ratio': 0.13278802757630637, 'C': 0.046911753520714826}. Best is trial 5 with value: 0.8333333333333333.
Trial 6 finished with value: 0.7 and parameters: {'l1_ratio': 0.3534580577813823, 'C': 0.01224473905489579}. Best is trial 5 with value: 0.8333333333333333.
Trial 7 finished with value: 0.8 and parameters: {'l1_ratio': 0.20148870528862006, 'C': 0.04852841762933432}. Best is trial 5 with value: 0.8333333333333333.
Trial 8 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.2458496068768916, 'C': 0.08557932635355789}. Best is trial 8 with value: 0.8666666666666666.
Trial 9 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.09956251207903277, 'C': 0.6231462286557581}. Best is trial 8 with value: 0.8666666666666666.
Trial 10 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.29593981337142894, 'C': 0.21695557551025202}. Best is trial 8 with value: 0.8666666666666666.
Trial 11 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.026269956592683164, 'C': 0.0425864828511814}. Best is trial 8 with value: 0.8666666666666666.
Trial 12 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 4.365582278523239e-06, 'C': 0.03082605351083892}. Best is trial 8 with value: 0.8666666666666666.
Trial 13 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.01559154566583553, 'C': 0.09551551363160092}. Best is trial 8 with value: 0.8666666666666666.
Trial 14 finished with value: 0.8 and parameters: {'l1_ratio': 0.2258275271066222, 'C': 0.029078717963628438}. Best is trial 8 with value: 0.8666666666666666.
Trial 15 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.27809343876808623, 'C': 0.06874911593001748}. Best is trial 8 with value: 0.8666666666666666.
Trial 16 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.15708427314189022, 'C': 0.16784722475102948}. Best is trial 8 with value: 0.8666666666666666.
Trial 17 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.3735451908007851, 'C': 0.029113884379961406}. Best is trial 8 with value: 0.8666666666666666.
Trial 18 finished with value: 0.8 and parameters: {'l1_ratio': 0.07320505743067772, 'C': 0.2293732244023671}. Best is trial 8 with value: 0.8666666666666666.
Trial 19 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.20717611271570396, 'C': 0.05766434770507687}. Best is trial 8 with value: 0.8666666666666666.
Trial 20 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.1004163873202456, 'C': 0.11515404786443505}. Best is trial 8 with value: 0.8666666666666666.
Trial 21 finished with value: 0.85 and parameters: {'l1_ratio': 0.012440011220214597, 'C': 0.025824336504975266}. Best is trial 8 with value: 0.8666666666666666.
Trial 22 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.002116985086437774, 'C': 0.038885825507057874}. Best is trial 8 with value: 0.8666666666666666.
Trial 23 finished with value: 0.8 and parameters: {'l1_ratio': 0.14009054543218386, 'C': 0.020142824031065203}. Best is trial 8 with value: 0.8666666666666666.
Trial 24 finished with value: 0.85 and parameters: {'l1_ratio': 0.0744127779781606, 'C': 0.04048990165485846}. Best is trial 8 with value: 0.8666666666666666.
Trial 25 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.2185985871693547, 'C': 0.07484713392089419}. Best is trial 8 with value: 0.8666666666666666.
Trial 26 finished with value: 0.8 and parameters: {'l1_ratio': 0.0653419503520376, 'C': 0.010314438261418904}. Best is trial 8 with value: 0.8666666666666666.
Trial 27 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.1587120820636529, 'C': 0.023059350076500177}. Best is trial 8 with value: 0.8666666666666666.
Trial 28 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.010629342911319117, 'C': 0.03441964689093087}. Best is trial 8 with value: 0.8666666666666666.
Trial 29 finished with value: 0.8 and parameters: {'l1_ratio': 0.4823251826825389, 'C': 0.06424975356816617}. Best is trial 8 with value: 0.8666666666666666.
Trial 30 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.25201498714130877, 'C': 0.021198357806307192}. Best is trial 8 with value: 0.8666666666666666.
Trial 31 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.006372843825743879, 'C': 0.03889389160652429}. Best is trial 8 with value: 0.8666666666666666.
Trial 32 finished with value: 0.85 and parameters: {'l1_ratio': 0.06809673994763672, 'C': 0.050208557133050426}. Best is trial 8 with value: 0.8666666666666666.
Trial 33 finished with value: 0.85 and parameters: {'l1_ratio': 0.14665899690302442, 'C': 0.03456087517242158}. Best is trial 8 with value: 0.8666666666666666.
Trial 34 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.3007123698584608, 'C': 0.08076920709557509}. Best is trial 8 with value: 0.8666666666666666.
Trial 35 finished with value: 0.85 and parameters: {'l1_ratio': 0.004241638205150647, 'C': 0.056646021701751065}. Best is trial 8 with value: 0.8666666666666666.
Trial 36 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.1823011928747857, 'C': 0.017115925821392975}. Best is trial 8 with value: 0.8666666666666666.
Trial 37 finished with value: 0.8333333333333333 and parameters: {'l1_ratio': 0.12119958525349969, 'C': 0.04141712299970897}. Best is trial 8 with value: 0.8666666666666666.
Trial 38 finished with value: 0.8 and parameters: {'l1_ratio': 0.06776333516351783, 'C': 0.01570254462151559}. Best is trial 8 with value: 0.8666666666666666.
Trial 39 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.17196459075131681, 'C': 0.030731652140782696}. Best is trial 8 with value: 0.8666666666666666.
Trial 40 finished with value: 0.8 and parameters: {'l1_ratio': 0.33097723039645804, 'C': 0.04926102552802461}. Best is trial 8 with value: 0.8666666666666666.
Trial 41 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.25479933537493343, 'C': 0.08473081421529387}. Best is trial 8 with value: 0.8666666666666666.
Trial 42 finished with value: 0.8 and parameters: {'l1_ratio': 0.38422373439497653, 'C': 0.07038710023373498}. Best is trial 8 with value: 0.8666666666666666.
Trial 43 finished with value: 0.85 and parameters: {'l1_ratio': 0.23245609057661357, 'C': 0.10742795828805983}. Best is trial 8 with value: 0.8666666666666666.
Trial 44 finished with value: 0.8333333333333333 and parameters: {'l1_ratio': 0.12521231961757853, 'C': 0.04549919494529936}. Best is trial 8 with value: 0.8666666666666666.
Trial 45 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.043103894815392875, 'C': 0.0653268836439107}. Best is trial 8 with value: 0.8666666666666666.
Trial 46 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.10293736728380103, 'C': 0.026137181918508764}. Best is trial 8 with value: 0.8666666666666666.
Trial 47 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.18860619958432204, 'C': 0.03665136803854691}. Best is trial 8 with value: 0.8666666666666666.
Trial 48 finished with value: 0.8666666666666666 and parameters: {'l1_ratio': 0.037982010393559196, 'C': 0.05136248700961569}. Best is trial 8 with value: 0.8666666666666666.
Trial 49 finished with value: 0.8333333333333334 and parameters: {'l1_ratio': 0.20864482438774473, 'C': 0.11940164063440685}. Best is trial 8 with value: 0.8666666666666666.
A new study created in memory with name: GSPCA_LR
Trial 0 finished with value: 0.5 and parameters: {'l1_ratio': 0.7346881850191747, 'C': 0.010903013677433947}. Best is trial 0 with value: 0.5.
Trial 1 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.2556135345667069, 'C': 0.016089237768065413}. Best is trial 1 with value: 0.7666666666666667.
Trial 2 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.4239336551483557, 'C': 0.018289244369202057}. Best is trial 2 with value: 0.7833333333333333.
Trial 3 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.49330607212309663, 'C': 0.6210299585126263}. Best is trial 2 with value: 0.7833333333333333.
Trial 4 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.9466580845824214, 'C': 0.6318067507316961}. Best is trial 2 with value: 0.7833333333333333.
Trial 5 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.932575688172063, 'C': 0.08035596632199174}. Best is trial 2 with value: 0.7833333333333333.
Trial 6 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.404265873766545, 'C': 0.13077485336345943}. Best is trial 6 with value: 0.8166666666666668.
Trial 7 finished with value: 0.8 and parameters: {'l1_ratio': 0.15934175201252565, 'C': 0.0981517697797959}. Best is trial 6 with value: 0.8166666666666668.
Trial 8 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.49922962763147327, 'C': 0.07992694368213382}. Best is trial 6 with value: 0.8166666666666668.
Trial 9 finished with value: 0.7666666666666666 and parameters: {'l1_ratio': 0.8009764918993344, 'C': 0.833143030301603}. Best is trial 6 with value: 0.8166666666666668.
Trial 10 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.09110586211850324, 'C': 0.2569812082434791}. Best is trial 6 with value: 0.8166666666666668.
Trial 11 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.3636763766998721, 'C': 0.059707665727330654}. Best is trial 6 with value: 0.8166666666666668.
Trial 12 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.6027240933161041, 'C': 0.1909697846040529}. Best is trial 6 with value: 0.8166666666666668.
Trial 13 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.56143076609115, 'C': 0.05518920612412428}. Best is trial 6 with value: 0.8166666666666668.
Trial 14 finished with value: 0.7833333333333333 and parameters: {'l1_ratio': 0.3251142684284592, 'C': 0.03706995764799064}. Best is trial 6 with value: 0.8166666666666668.
Trial 15 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.01315309010082144, 'C': 0.16537495958395726}. Best is trial 6 with value: 0.8166666666666668.
Trial 16 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.45654053264010996, 'C': 0.14040746623712683}. Best is trial 6 with value: 0.8166666666666668.
Trial 17 finished with value: 0.8 and parameters: {'l1_ratio': 0.6153413357462124, 'C': 0.2795186190401688}. Best is trial 6 with value: 0.8166666666666668.
Trial 18 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.2600657195185207, 'C': 0.042447437932961025}. Best is trial 6 with value: 0.8166666666666668.
Trial 19 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.40761023390848, 'C': 0.1101742543710706}. Best is trial 6 with value: 0.8166666666666668.
Trial 20 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.5232792370240693, 'C': 0.33296596245380394}. Best is trial 6 with value: 0.8166666666666668.
Trial 21 finished with value: 0.8 and parameters: {'l1_ratio': 0.34012102029517455, 'C': 0.07485306508959184}. Best is trial 6 with value: 0.8166666666666668.
Trial 22 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.3698580251802138, 'C': 0.06195975288325618}. Best is trial 6 with value: 0.8166666666666668.
Trial 23 finished with value: 0.8166666666666667 and parameters: {'l1_ratio': 0.4720329158216782, 'C': 0.12421391529890531}. Best is trial 6 with value: 0.8166666666666668.
Trial 24 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.2692863215946013, 'C': 0.045082530751893106}. Best is trial 6 with value: 0.8166666666666668.
Trial 25 finished with value: 0.7666666666666667 and parameters: {'l1_ratio': 0.39308499676632147, 'C': 0.030640058095238114}. Best is trial 6 with value: 0.8166666666666668.
Trial 26 finished with value: 0.8166666666666668 and parameters: {'l1_ratio': 0.5550899051090279, 'C': 0.08618155643453328}. Best is trial 6 with value: 0.8166666666666668.
